Longitude,Latitude,geometry,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-116.00736827278624,33.368177003699095,POINT (-116.00736827278624 33.368177003699095),236.0,135,40,6746.0,416.0,86.0,330.0,148.0,286.0,334.0,148.0,71.0,13.0,0.0,61.0,36.0,1.0,18.0,36.0
-116.1924268099245,34.88578315284353,POINT (-116.1924268099245 34.88578315284353),215.0,131,35,8088.0,410.0,46.0,364.0,124.0,283.0,329.0,106.0,117.0,15.0,1.0,46.0,43.0,4.0,38.0,43.0
-120.64813881456404,40.714528421820404,POINT (-120.64813881456404 40.714528421820404),66.0,121,34,7564.0,267.0,-78.0,345.0,-30.0,179.0,179.0,-30.0,460.0,68.0,9.0,49.0,200.0,29.0,29.0,200.0
-118.27999429958022,36.646645172355655,POINT (-118.27999429958022 36.646645172355655),39.0,117,36,7204.0,219.0,-105.0,324.0,-48.0,136.0,144.0,-52.0,328.0,69.0,4.0,83.0,191.0,13.0,14.0,191.0
-120.45870707210342,34.498598921687076,POINT (-120.45870707210342 34.498598921687076),156.0,60,45,2466.0,229.0,96.0,132.0,127.0,183.0,191.0,126.0,376.0,85.0,0.0,95.0,245.0,1.0,2.0,197.0
-118.59770808326546,37.92996723231777,POINT (-118.59770808326546 37.92996723231777),94.0,119,33,8023.0,289.0,-65.0,355.0,-8.0,178.0,212.0,-8.0,256.0,37.0,10.0,42.0,108.0,35.0,42.0,108.0
-123.13983503428089,40.643928625874835,POINT (-123.13983503428089 40.643928625874835),92.0,116,39,6004.0,265.0,-27.0,292.0,15.0,171.0,181.0,15.0,1186.0,226.0,4.0,83.0,673.0,24.0,26.0,673.0
-122.98094992234375,41.384086348151705,POINT (-122.98094992234375 41.384086348151705),54.0,116,39,6101.0,230.0,-66.0,296.0,-22.0,135.0,145.0,-22.0,859.0,152.0,8.0,72.0,452.0,37.0,42.0,452.0
-122.30994912267823,37.48331549232163,POINT (-122.30994912267823 37.48331549232163),135.0,72,46,2775.0,219.0,63.0,156.0,95.0,171.0,172.0,95.0,570.0,123.0,1.0,89.0,348.0,6.0,6.0,348.0
-119.34957559031031,37.38101975414483,POINT (-119.34957559031031 37.38101975414483),112.0,123,37,6870.0,294.0,-29.0,323.0,27.0,214.0,214.0,26.0,852.0,190.0,2.0,90.0,522.0,10.0,10.0,522.0
-121.88872205130295,41.02080627666248,POINT (-121.88872205130295 41.02080627666248),136.0,122,35,7621.0,339.0,-7.0,347.0,39.0,250.0,250.0,39.0,1074.0,191.0,5.0,74.0,555.0,28.0,28.0,555.0
-115.2217497240523,33.79778990467752,POINT (-115.2217497240523 33.79778990467752),244.0,132,37,7587.0,431.0,82.0,348.0,326.0,306.0,351.0,143.0,81.0,14.0,1.0,56.0,33.0,3.0,33.0,32.0
-120.2720109129389,40.64322572270986,POINT (-120.2720109129389 40.64322572270986),94.0,119,33,7960.0,299.0,-56.0,356.0,-8.0,213.0,213.0,-8.0,248.0,39.0,5.0,51.0,117.0,19.0,19.0,117.0
-120.91754829211727,40.024936149224146,POINT (-120.91754829211727 40.024936149224146),106.0,123,36,7335.0,303.0,-37.0,340.0,11.0,213.0,213.0,11.0,1152.0,221.0,5.0,77.0,624.0,21.0,21.0,624.0
-118.35191264068884,37.193528171734584,POINT (-118.35191264068884 37.193528171734584),124.0,116,33,7985.0,315.0,-31.0,347.0,25.0,213.0,240.0,21.0,228.0,39.0,7.0,59.0,111.0,24.0,26.0,111.0
-121.45865683682081,39.549236441916314,POINT (-121.45865683682081 39.549236441916314),165.0,123,37,6917.0,355.0,28.0,326.0,75.0,265.0,265.0,75.0,1064.0,220.0,1.0,84.0,622.0,9.0,9.0,622.0
-116.01935922106782,32.96025540484844,POINT (-116.01935922106782 32.96025540484844),200.0,135,42,6267.0,373.0,57.0,316.0,119.0,243.0,292.0,119.0,155.0,28.0,1.0,61.0,77.0,4.0,35.0,77.0
-120.10292097330057,39.93577467372745,POINT (-120.10292097330057 39.93577467372745),73.0,122,34,7709.0,273.0,-78.0,352.0,-26.0,187.0,187.0,-26.0,383.0,68.0,8.0,60.0,194.0,26.0,26.0,194.0
-120.42241412939636,34.4858331397305,POINT (-120.42241412939636 34.4858331397305),151.0,62,45,2558.0,226.0,88.0,137.0,121.0,180.0,188.0,119.0,383.0,88.0,0.0,97.0,255.0,1.0,2.0,208.0
-123.75633525345211,41.7205040296156,POINT (-123.75633525345211 41.7205040296156),70.0,90,40,4593.0,202.0,-20.0,222.0,13.0,129.0,138.0,13.0,2409.0,465.0,7.0,84.0,1387.0,40.0,48.0,1387.0
-115.20332516208698,33.82369259401565,POINT (-115.20332516208698 33.82369259401565),244.0,132,37,7596.0,431.0,82.0,348.0,343.0,306.0,351.0,143.0,89.0,15.0,1.0,57.0,36.0,3.0,36.0,34.0
-120.50161805337295,41.87074752817131,POINT (-120.50161805337295 41.87074752817131),87.0,114,33,7744.0,293.0,-51.0,344.0,1.0,207.0,207.0,-9.0,357.0,52.0,9.0,45.0,147.0,27.0,27.0,142.0
-114.41499107740354,34.574667160789375,POINT (-114.41499107740354 34.574667160789375),247.0,126,35,8225.0,435.0,75.0,360.0,152.0,320.0,360.0,137.0,111.0,16.0,1.0,52.0,46.0,4.0,38.0,42.0
-117.0935810970234,35.948136156083464,POINT (-117.0935810970234 35.948136156083464),146.0,121,34,8126.0,338.0,-16.0,354.0,51.0,215.0,261.0,38.0,116.0,21.0,1.0,64.0,62.0,8.0,25.0,48.0
-120.33665043239469,40.12746783977015,POINT (-120.33665043239469 40.12746783977015),95.0,122,34,7771.0,298.0,-55.0,353.0,-4.0,211.0,211.0,-4.0,343.0,62.0,6.0,63.0,178.0,18.0,18.0,178.0
-119.31226239299471,37.199380542969976,POINT (-119.31226239299471 37.199380542969976),121.0,123,38,6801.0,302.0,-19.0,322.0,40.0,222.0,222.0,35.0,789.0,142.0,2.0,77.0,403.0,9.0,9.0,399.0
-116.30940746476594,35.17366873743142,POINT (-116.30940746476594 35.17366873743142),209.0,129,35,8257.0,406.0,39.0,367.0,116.0,279.0,325.0,98.0,125.0,16.0,1.0,40.0,45.0,7.0,39.0,38.0
-121.20599870275856,41.3904601150055,POINT (-121.20599870275856 41.3904601150055),93.0,119,34,7571.0,296.0,-47.0,344.0,-2.0,208.0,208.0,-2.0,475.0,66.0,6.0,49.0,193.0,29.0,29.0,193.0
-121.01410034616569,41.57935143359508,POINT (-121.01410034616569 41.57935143359508),86.0,118,34,7563.0,290.0,-52.0,342.0,2.0,202.0,202.0,-8.0,435.0,57.0,8.0,43.0,166.0,32.0,32.0,162.0
-116.13758305164848,35.23357208194829,POINT (-116.13758305164848 35.23357208194829),214.0,129,34,8356.0,411.0,41.0,369.0,296.0,285.0,331.0,101.0,109.0,14.0,1.0,43.0,41.0,6.0,41.0,35.0
-117.64321465148467,34.84777578564571,POINT (-117.64321465148467 34.84777578564571),170.0,130,38,7072.0,352.0,19.0,333.0,88.0,225.0,271.0,77.0,149.0,26.0,1.0,70.0,80.0,7.0,18.0,71.0
-115.91916476487694,34.69581364546912,POINT (-115.91916476487694 34.69581364546912),206.0,131,36,7911.0,399.0,41.0,358.0,318.0,272.0,318.0,101.0,142.0,20.0,1.0,47.0,57.0,7.0,57.0,45.0
-120.29566790753158,39.556469014770336,POINT (-120.29566790753158 39.556469014770336),82.0,123,36,7364.0,277.0,-65.0,343.0,-12.0,191.0,191.0,-12.0,713.0,131.0,9.0,70.0,376.0,32.0,32.0,376.0
-118.54265884636212,35.712607581586624,POINT (-118.54265884636212 35.712607581586624),103.0,126,39,6869.0,284.0,-39.0,323.0,16.0,195.0,204.0,16.0,506.0,104.0,2.0,86.0,293.0,8.0,13.0,293.0
-117.73388117510042,36.949450461934745,POINT (-117.73388117510042 36.949450461934745),124.0,115,32,8273.0,316.0,-37.0,353.0,28.0,192.0,243.0,15.0,184.0,27.0,6.0,43.0,82.0,24.0,37.0,71.0
-119.65490384522414,38.62720645785572,POINT (-119.65490384522414 38.62720645785572),61.0,122,36,7270.0,250.0,-88.0,339.0,-31.0,169.0,169.0,-31.0,648.0,119.0,15.0,65.0,328.0,46.0,46.0,328.0
-118.0321502698464,35.857428690120535,POINT (-118.0321502698464 35.857428690120535),106.0,123,36,7413.0,291.0,-44.0,335.0,19.0,164.0,213.0,10.0,204.0,40.0,2.0,78.0,118.0,9.0,20.0,109.0
-117.04301189636014,35.2534512736705,POINT (-117.04301189636014 35.2534512736705),182.0,127,35,7907.0,375.0,20.0,355.0,90.0,248.0,294.0,77.0,115.0,22.0,1.0,68.0,64.0,5.0,26.0,51.0
-120.59896121853389,41.23678520460772,POINT (-120.59896121853389 41.23678520460772),81.0,118,34,7743.0,286.0,-62.0,348.0,-16.0,199.0,199.0,-16.0,338.0,43.0,6.0,43.0,130.0,23.0,23.0,130.0
-118.16314141841791,37.10702579551086,POINT (-118.16314141841791 37.10702579551086),90.0,116,33,7879.0,279.0,-64.0,343.0,0.0,167.0,205.0,-11.0,296.0,48.0,10.0,54.0,142.0,37.0,38.0,135.0
-120.79435977564464,39.734450493060656,POINT (-120.79435977564464 39.734450493060656),72.0,124,37,6968.0,263.0,-67.0,331.0,-17.0,174.0,174.0,-17.0,1621.0,325.0,5.0,79.0,904.0,25.0,25.0,904.0
-118.83880506415996,34.035374378534755,POINT (-118.83880506415996 34.035374378534755),185.0,88,43,3944.0,295.0,93.0,201.0,139.0,232.0,242.0,135.0,325.0,76.0,0.0,99.0,220.0,1.0,2.0,195.0
-116.21588992825869,35.16746932140589,POINT (-116.21588992825869 35.16746932140589),198.0,129,35,8205.0,394.0,28.0,365.0,179.0,268.0,314.0,88.0,120.0,15.0,2.0,41.0,43.0,7.0,40.0,38.0
-115.91723259368341,32.78402232337734,POINT (-115.91723259368341 32.78402232337734),226.0,136,42,6327.0,401.0,82.0,318.0,144.0,270.0,318.0,144.0,116.0,21.0,1.0,60.0,56.0,4.0,27.0,56.0
-122.7901135265064,38.72181416200509,POINT (-122.7901135265064 38.72181416200509),129.0,101,42,4664.0,265.0,24.0,240.0,65.0,188.0,193.0,65.0,1179.0,253.0,1.0,93.0,740.0,10.0,11.0,740.0
-120.72108156025195,40.95490377144728,POINT (-120.72108156025195 40.95490377144728),74.0,120,34,7618.0,276.0,-69.0,346.0,-22.0,189.0,189.0,-22.0,436.0,68.0,6.0,53.0,199.0,26.0,26.0,199.0
-122.43808308266318,40.66536047462477,POINT (-122.43808308266318 40.66536047462477),160.0,122,36,7323.0,357.0,20.0,337.0,65.0,268.0,268.0,65.0,1199.0,239.0,3.0,82.0,684.0,25.0,25.0,684.0
-121.91632413943832,41.21405543793343,POINT (-121.91632413943832 41.21405543793343),97.0,122,35,7364.0,297.0,-42.0,340.0,3.0,208.0,208.0,3.0,962.0,162.0,6.0,67.0,471.0,28.0,28.0,471.0
-122.62774447366372,40.509856981956986,POINT (-122.62774447366372 40.509856981956986),124.0,121,37,6841.0,314.0,-8.0,322.0,36.0,215.0,225.0,36.0,1159.0,233.0,4.0,84.0,672.0,26.0,28.0,672.0
-122.93237581426725,40.288265147714064,POINT (-122.93237581426725 40.288265147714064),105.0,119,39,6240.0,284.0,-18.0,302.0,25.0,192.0,197.0,25.0,884.0,177.0,2.0,80.0,505.0,19.0,19.0,505.0
-120.00340367774747,40.131708426188155,POINT (-120.00340367774747 40.131708426188155),118.0,121,33,8189.0,326.0,-38.0,364.0,12.0,240.0,240.0,12.0,238.0,40.0,6.0,53.0,114.0,18.0,18.0,114.0
-121.53799114876833,41.572021144929785,POINT (-121.53799114876833 41.572021144929785),50.0,120,36,7132.0,247.0,-84.0,331.0,-30.0,158.0,158.0,-39.0,559.0,84.0,7.0,55.0,242.0,37.0,37.0,241.0
-122.20309119848795,40.40354425858252,POINT (-122.20309119848795 40.40354425858252),171.0,122,35,7450.0,370.0,29.0,340.0,75.0,280.0,280.0,75.0,859.0,160.0,3.0,76.0,464.0,18.0,18.0,464.0
-115.8927384474436,34.35936087380588,POINT (-115.8927384474436 34.35936087380588),183.0,132,38,7487.0,371.0,23.0,347.0,158.0,244.0,289.0,83.0,115.0,16.0,1.0,52.0,47.0,4.0,43.0,46.0
-123.00168790481105,40.413390669193305,POINT (-123.00168790481105 40.413390669193305),93.0,118,39,6125.0,269.0,-28.0,298.0,15.0,175.0,183.0,15.0,1173.0,228.0,4.0,82.0,673.0,26.0,29.0,673.0
-116.12253592074069,34.755552386571814,POINT (-116.12253592074069 34.755552386571814),213.0,131,36,7986.0,407.0,45.0,361.0,114.0,279.0,325.0,106.0,132.0,16.0,1.0,46.0,50.0,4.0,41.0,49.0
-118.39769766370993,37.125031970240784,POINT (-118.39769766370993 37.125031970240784),79.0,117,34,7632.0,265.0,-71.0,337.0,-9.0,182.0,191.0,-18.0,266.0,47.0,7.0,62.0,134.0,26.0,27.0,133.0
-115.6890766465751,34.02051387834705,POINT (-115.6890766465751 34.02051387834705),203.0,133,38,7376.0,390.0,45.0,344.0,260.0,262.0,309.0,106.0,96.0,15.0,1.0,53.0,40.0,3.0,39.0,38.0
-116.43160204850753,35.826245241190314,POINT (-116.43160204850753 35.826245241190314),213.0,124,33,8675.0,412.0,38.0,374.0,146.0,288.0,334.0,96.0,132.0,23.0,1.0,59.0,69.0,9.0,32.0,45.0
-116.90838976109656,36.64267344469939,POINT (-116.90838976109656 36.64267344469939),224.0,117,30,9114.0,427.0,46.0,380.0,137.0,304.0,352.0,101.0,82.0,12.0,2.0,42.0,34.0,9.0,19.0,26.0
-120.84704119581623,40.74973307615605,POINT (-120.84704119581623 40.74973307615605),73.0,121,35,7517.0,274.0,-70.0,344.0,-22.0,186.0,186.0,-22.0,490.0,82.0,6.0,59.0,238.0,23.0,23.0,238.0
-118.17292511845729,35.93997273202153,POINT (-118.17292511845729 35.93997273202153),106.0,123,36,7325.0,290.0,-41.0,332.0,12.0,204.0,212.0,12.0,294.0,68.0,2.0,93.0,193.0,8.0,13.0,193.0
-116.17587220334498,35.75310167236882,POINT (-116.17587220334498 35.75310167236882),220.0,125,33,8750.0,421.0,43.0,377.0,119.0,297.0,342.0,102.0,159.0,26.0,2.0,51.0,74.0,11.0,40.0,59.0
-119.38953440221985,37.874603825795624,POINT (-119.38953440221985 37.874603825795624),28.0,121,37,6754.0,207.0,-113.0,320.0,-51.0,128.0,128.0,-56.0,766.0,131.0,10.0,68.0,375.0,37.0,37.0,371.0
-115.24940907558178,33.15050064020982,POINT (-115.24940907558178 33.15050064020982),239.0,135,39,7189.0,423.0,82.0,340.0,336.0,295.0,341.0,144.0,68.0,11.0,0.0,60.0,28.0,0.0,28.0,25.0
-120.93468663821919,40.147794529544086,POINT (-120.93468663821919 40.147794529544086),114.0,123,35,7484.0,314.0,-30.0,344.0,18.0,225.0,225.0,18.0,682.0,136.0,3.0,79.0,387.0,13.0,13.0,387.0
-121.48128551092555,41.33567136025735,POINT (-121.48128551092555 41.33567136025735),95.0,120,35,7488.0,297.0,-44.0,342.0,0.0,209.0,209.0,0.0,489.0,70.0,6.0,53.0,209.0,25.0,25.0,209.0
-117.06418260604055,36.3368982252898,POINT (-117.06418260604055 36.3368982252898),138.0,118,33,8288.0,330.0,-26.0,356.0,41.0,208.0,255.0,27.0,106.0,18.0,1.0,56.0,50.0,8.0,21.0,47.0
-123.01684336538958,41.9857155291754,POINT (-123.01684336538958 41.9857155291754),70.0,114,39,5976.0,243.0,-47.0,290.0,-5.0,151.0,160.0,-5.0,733.0,126.0,10.0,65.0,370.0,43.0,44.0,370.0
-120.89750439906288,40.75458486093906,POINT (-120.89750439906288 40.75458486093906),68.0,121,35,7471.0,268.0,-74.0,343.0,-26.0,180.0,180.0,-26.0,518.0,90.0,5.0,64.0,261.0,21.0,21.0,261.0
